"","x","z","v","c","m","s","n","totalI","maxI","peaktime"
"7179",0.2,0.8,0,0,0.6,1,0.4,7.14287014493222,0.713336661399548,0.0998669508090737
"7180",0.4,0.8,0,0,0.6,1,0.4,7.14287014241174,0.713333776282414,0.09986654692865
"7181",0.6,0.8,0,0,0.6,1,0.4,7.14287014159248,0.713332777757409,0.0998664071468578
"7182",0.8,0.8,0,0,0.6,1,0.4,7.1428701872277,0.713333249316884,0.0998664725270254
"7183",1,0.8,0,0,0.6,1,0.4,7.14287037323448,0.713333860741622,0.0998665555257173
"7184",-1,1,0,0,0.6,1,0.4,7.14290307157464,0.756112109552937,0.105855014687502
"7185",-0.8,1,0,0,0.6,1,0.4,7.14290306107344,0.756112111399872,0.105855015101695
"7186",-0.6,1,0,0,0.6,1,0.4,7.14290305169254,0.756112112914379,0.105855015452746
"7187",-0.4,1,0,0,0.6,1,0.4,7.14290306408868,0.756112114108235,0.105855015436179
"7188",-0.2,1,0,0,0.6,1,0.4,7.14290306086978,0.756112114993347,0.105855015607796
"7189",0,1,0,0,0.6,1,0.4,7.14290306106822,0.756112115581074,0.105855015687137
"7190",0.2,1,0,0,0.6,1,0.4,7.14290306112591,0.756112115882691,0.105855015728508
"7191",0.4,1,0,0,0.6,1,0.4,7.14290306129465,0.756112115909122,0.105855015729708
"7192",0.6,1,0,0,0.6,1,0.4,7.14290306115739,0.756112115671012,0.105855015698407
"7193",0.8,1,0,0,0.6,1,0.4,7.14290306093472,0.756112115178928,0.105855015632815
"7194",1,1,0,0,0.6,1,0.4,7.14290306497837,0.756112126888678,0.105855017212244
"7195",-1,0,0.2,0,0.6,1,0.4,0.01478743025169,0.001,0.0676250019766427
"7196",-0.8,0,0.2,0,0.6,1,0.4,0.00967660409341983,0.001,0.103342039247013
"7197",-0.6,0,0.2,0,0.6,1,0.4,0.00775668387363624,0.001,0.128921071980108
"7198",-0.4,0,0.2,0,0.6,1,0.4,0.0073013805574947,0.001,0.13696039976625
"7199",-0.2,0,0.2,0,0.6,1,0.4,0.00723797727796576,0.001,0.138160146349762
"7200",0,0,0.2,0,0.6,1,0.4,0.0072212776707453,0.001,0.138479649391019
"7201",0.2,0,0.2,0,0.6,1,0.4,0.00721362197512109,0.001,0.138626615512828
"7202",0.4,0,0.2,0,0.6,1,0.4,0.0072092282315887,0.001,0.138711103030182
"7203",0.6,0,0.2,0,0.6,1,0.4,0.00720637805051336,0.001,0.138765964398546
"7204",0.8,0,0.2,0,0.6,1,0.4,0.0072043811160653,0.001,0.138804428012569
"7205",1,0,0.2,0,0.6,1,0.4,0.00720291785527225,0.001,0.138832625901466
"7206",-1,0.2,0.2,0,0.6,1,0.4,0.0663157594772239,0.00328253032592084,0.049498495558182
"7207",-0.8,0.2,0.2,0,0.6,1,0.4,0.0434348749924288,0.00200334116804539,0.0461228717337069
"7208",-0.6,0.2,0.2,0,0.6,1,0.4,0.0333471282600545,0.0019582003617763,0.0587217090031097
"7209",-0.4,0.2,0.2,0,0.6,1,0.4,0.0306988185035992,0.00194189141685638,0.0632562265101086
"7210",-0.2,0.2,0.2,0,0.6,1,0.4,0.030349575105163,0.00193443154983725,0.0637383404259972
"7211",0,0.2,0.2,0,0.6,1,0.4,0.0302681882409315,0.00193061517347191,0.0637836383897318
"7212",0.2,0.2,0.2,0,0.6,1,0.4,0.0302332629024105,0.00192849709307824,0.0637872630322174
"7213",0.4,0.2,0.2,0,0.6,1,0.4,0.0302139723217005,0.00192722303243964,0.0637858210737637
"7214",0.6,0.2,0.2,0,0.6,1,0.4,0.0302017457610041,0.00192639723708575,0.063784300825851
"7215",0.8,0.2,0.2,0,0.6,1,0.4,0.0301933090782899,0.00192582716762344,0.0637832429241146
"7216",1,0.2,0.2,0,0.6,1,0.4,0.030187275420699,0.001925417077702,0.0637824066885402
"7217",-1,0.4,0.2,0,0.6,1,0.4,0.289032215623536,0.0161077019722711,0.0557297806319672
"7218",-0.8,0.4,0.2,0,0.6,1,0.4,0.214680892386333,0.0110386229597856,0.0514187491820225
"7219",-0.6,0.4,0.2,0,0.6,1,0.4,0.174119518793353,0.00999026751710142,0.0573759196345929
"7220",-0.4,0.4,0.2,0,0.6,1,0.4,0.161780163296856,0.00979842968898583,0.0605663233940886
"7221",-0.2,0.4,0.2,0,0.6,1,0.4,0.160120728382064,0.00974095504733524,0.0608350658016764
"7222",0,0.4,0.2,0,0.6,1,0.4,0.159749038333067,0.00971925116407181,0.0608407491243092
"7223",0.2,0.4,0.2,0,0.6,1,0.4,0.159591456839246,0.00970914972221444,0.0608375279886962
"7224",0.4,0.4,0.2,0,0.6,1,0.4,0.159504356699704,0.0097035529758148,0.0608356610226234
"7225",0.6,0.4,0.2,0,0.6,1,0.4,0.159449043296042,0.00970003648462887,0.060834711103404
"7226",0.8,0.4,0.2,0,0.6,1,0.4,0.159410740470065,0.00969762283433055,0.060834187243184
"7227",1,0.4,0.2,0,0.6,1,0.4,0.159383125284119,0.00969587467013174,0.0608337592379853
"7228",-1,0.6,0.2,0,0.6,1,0.4,0.913388640636752,0.0587142607781505,0.0642817943709251
"7229",-0.8,0.6,0.2,0,0.6,1,0.4,0.81630599477308,0.0509125612973065,0.0623694565803836
"7230",-0.6,0.6,0.2,0,0.6,1,0.4,0.755724851432539,0.0484986978704257,0.0641750734787832
"7231",-0.4,0.6,0.2,0,0.6,1,0.4,0.734810531095468,0.0479136603824699,0.0652054622992942
"7232",-0.2,0.6,0.2,0,0.6,1,0.4,0.731430881215571,0.0477423880271445,0.0652725900057721
"7233",0,0.6,0.2,0,0.6,1,0.4,0.730535511892697,0.0476787388159401,0.0652654635397701
"7234",0.2,0.6,0.2,0,0.6,1,0.4,0.73012513888555,0.0476485060164444,0.065260738849746
"7235",0.4,0.6,0.2,0,0.6,1,0.4,0.729887079388947,0.0476311587387275,0.0652582571794581
"7236",0.6,0.6,0.2,0,0.6,1,0.4,0.729731529878818,0.0476199451227912,0.0652568008548283
"7237",0.8,0.6,0.2,0,0.6,1,0.4,0.729623028409661,0.0476121736135005,0.0652558537211735
"7238",1,0.6,0.2,0,0.6,1,0.4,0.729533337688084,0.0476057374399834,0.0652550541293255
"7239",-1,0.8,0.2,0,0.6,1,0.4,1.85394982494543,0.1423966420745,0.076807171455512
"7240",-0.8,0.8,0.2,0,0.6,1,0.4,1.82028178495534,0.139528966883184,0.0766523996649276
"7241",-0.6,0.8,0.2,0,0.6,1,0.4,1.80283855180403,0.138521949287986,0.0768354710128497
"7242",-0.4,0.8,0.2,0,0.6,1,0.4,1.79695378797079,0.138178715254482,0.0768960872446923
"7243",-0.2,0.8,0.2,0,0.6,1,0.4,1.79541234100618,0.138045507034372,0.0768879125321204
"7244",0,0.8,0.2,0,0.6,1,0.4,1.79477504908761,0.137983608648445,0.0768807259263994
"7245",0.2,0.8,0.2,0,0.6,1,0.4,1.79442248345199,0.137949635983655,0.0768768989777014
"7246",0.4,0.8,0.2,0,0.6,1,0.4,1.79420342945402,0.137928897145101,0.0768747260655233
"7247",0.6,0.8,0.2,0,0.6,1,0.4,1.7940512406636,0.137914673207964,0.0768733189342748
"7248",0.8,0.8,0.2,0,0.6,1,0.4,1.79394349176718,0.1379046691419,0.0768723595669406
"7249",1,0.8,0.2,0,0.6,1,0.4,1.79381425692578,0.137892723410027,0.0768712384114656
"7250",-1,1,0.2,0,0.6,1,0.4,2.74257000106732,0.2433288893368,0.0887229457195641
"7251",-0.8,1,0.2,0,0.6,1,0.4,2.7401406159532,0.243134381171271,0.0887306219818553
"7252",-0.6,1,0.2,0,0.6,1,0.4,2.73899806909072,0.243026886102898,0.0887283889848002
"7253",-0.4,1,0.2,0,0.6,1,0.4,2.73835955481794,0.242962210984871,0.0887254599409331
"7254",-0.2,1,0.2,0,0.6,1,0.4,2.73796888262011,0.242921174661729,0.0887231320281716
"7255",0,1,0.2,0,0.6,1,0.4,2.73771326641619,0.242893821446716,0.088721424711024
"7256",0.2,1,0.2,0,0.6,1,0.4,2.73753841727531,0.242874930022503,0.0887201905514217
"7257",0.4,1,0.2,0,0.6,1,0.4,2.73740847033233,0.242860792599973,0.0887192376410266
"7258",0.6,1,0.2,0,0.6,1,0.4,2.73732281407809,0.242851464988572,0.0887186062745627
"7259",0.8,1,0.2,0,0.6,1,0.4,2.73726539674051,0.242845201705649,0.0887181790975859
"7260",1,1,0.2,0,0.6,1,0.4,2.73712092386462,0.242829393622689,0.0887170864485707
"7261",-1,0,0.4,0,0.6,1,0.4,0.00785740842092997,0.001,0.127268425723713
"7262",-0.8,0,0.4,0,0.6,1,0.4,0.00746578367341673,0.001,0.133944411430066
"7263",-0.6,0,0.4,0,0.6,1,0.4,0.00729118362571413,0.001,0.137151942857845
"7264",-0.4,0,0.4,0,0.6,1,0.4,0.00723792396859045,0.001,0.138161163938663
"7265",-0.2,0,0.4,0,0.6,1,0.4,0.00722127070940428,0.001,0.138479782886092
"7266",0,0,0.4,0,0.6,1,0.4,0.00721361821034506,0.001,0.138626687861841
"7267",0.2,0,0.4,0,0.6,1,0.4,0.00720922488760284,0.001,0.138711167371075
"7268",0.4,0,0.4,0,0.6,1,0.4,0.00720637451063997,0.001,0.138766032562356
"7269",0.6,0,0.4,0,0.6,1,0.4,0.00720437599937811,0.001,0.138804526594159
"7270",0.8,0,0.4,0,0.6,1,0.4,0.00720289867127761,0.001,0.138832995664317
"7271",1,0,0.4,0,0.6,1,0.4,0.00720177569971023,0.001,0.138854643867933
"7272",-1,0.2,0.4,0,0.6,1,0.4,0.017984922239565,0.00140061846055454,0.0778773709387146
"7273",-0.8,0.2,0.4,0,0.6,1,0.4,0.0170918432108915,0.00139689272174004,0.0817286178268879
"7274",-0.6,0.2,0.4,0,0.6,1,0.4,0.0166945035893604,0.0013945507990082,0.0835335289572171
"7275",-0.4,0.2,0.4,0,0.6,1,0.4,0.0165728948520498,0.00139293030609223,0.084048702325529
"7276",-0.2,0.2,0.4,0,0.6,1,0.4,0.0165350646576331,0.00139178886408853,0.0841719638178758
"7277",0,0.2,0.4,0,0.6,1,0.4,0.0165177767304081,0.00139096936795739,0.0842104473658798
"7278",0.2,0.2,0.4,0,0.6,1,0.4,0.0165078910697299,0.00139036919620247,0.0842245196754387
"7279",0.4,0.2,0.4,0,0.6,1,0.4,0.0165014954078973,0.00138992062387671,0.084229979739383
"7280",0.6,0.2,0.4,0,0.6,1,0.4,0.0164970211239595,0.00138957863426817,0.0842320940142347
"7281",0.8,0.2,0.4,0,0.6,1,0.4,0.0164937198304452,0.00138931278505202,0.0842328352448145
"7282",1,0.2,0.4,0,0.6,1,0.4,0.016491220487823,0.00138910230622818,0.0842328381488735
"7283",-1,0.4,0.4,0,0.6,1,0.4,0.0434245070512841,0.00321420834363951,0.0740183035317717
"7284",-0.8,0.4,0.4,0,0.6,1,0.4,0.0415115650318094,0.00318985795703454,0.0768426330009534
"7285",-0.6,0.4,0.4,0,0.6,1,0.4,0.0406697177683954,0.00317735724679504,0.0781258740198139
"7286",-0.4,0.4,0.4,0,0.6,1,0.4,0.0404089903273946,0.00317047249261354,0.0784595820614744
"7287",-0.2,0.4,0.4,0,0.6,1,0.4,0.0403265416903901,0.00316642371057291,0.078519594734489
"7288",0,0.4,0.4,0,0.6,1,0.4,0.0402883712109564,0.00316391578769019,0.0785317373870345
"7289",0.2,0.4,0.4,0,0.6,1,0.4,0.040266330029102,0.00316227863401198,0.0785340663459142
"7290",0.4,0.4,0.4,0,0.6,1,0.4,0.0402519601568679,0.00316115515022331,0.0785341915748654
"7291",0.6,0.4,0.4,0,0.6,1,0.4,0.0402418481980858,0.00316034902929177,0.0785338937152023
"7292",0.8,0.4,0.4,0,0.6,1,0.4,0.0402343506781995,0.00315974750240549,0.0785335776306578
"7293",1,0.4,0.4,0,0.6,1,0.4,0.0402286619426188,0.00315928422418847,0.0785331669418883
"7294",-1,0.6,0.4,0,0.6,1,0.4,0.106945916982589,0.00799428778014078,0.0747507525831238
"7295",-0.8,0.6,0.4,0,0.6,1,0.4,0.103348210978722,0.00791997401810359,0.0766338763206476
"7296",-0.6,0.6,0.4,0,0.6,1,0.4,0.101814080732378,0.00788509898423526,0.07744605586492
"7297",-0.4,0.6,0.4,0,0.6,1,0.4,0.101324852151599,0.00786743227765624,0.0776456329379614
"7298",-0.2,0.6,0.4,0,0.6,1,0.4,0.101161391475998,0.00785781009465436,0.0776759787504379
"7299",0,0.6,0.4,0,0.6,1,0.4,0.101082473100392,0.00785220124751701,0.0776811350838087
"7300",0.2,0.6,0.4,0,0.6,1,0.4,0.101035596206707,0.00784861849359306,0.0776817160314044
"7301",0.4,0.6,0.4,0,0.6,1,0.4,0.101004432322027,0.00784617847428622,0.0776815263836211
"7302",0.6,0.6,0.4,0,0.6,1,0.4,0.100982169279851,0.00784442464397244,0.077681284724962
"7303",0.8,0.6,0.4,0,0.6,1,0.4,0.100965479392381,0.00784310818712961,0.0776810869846817
"7304",1,0.6,0.4,0,0.6,1,0.4,0.100952719541956,0.00784208787129773,0.0776807985647041
"7305",-1,0.8,0.4,0,0.6,1,0.4,0.256426748403458,0.0197711980184385,0.0771027131199697
"7306",-0.8,0.8,0.4,0,0.6,1,0.4,0.251402732937504,0.0196376033288705,0.0781121314769167
"7307",-0.6,0.8,0.4,0,0.6,1,0.4,0.249431763987274,0.0195746053822002,0.0784767948928865
"7308",-0.4,0.8,0.4,0,0.6,1,0.4,0.248753231164962,0.0195428093573888,0.0785630372150982
"7309",-0.2,0.8,0.4,0,0.6,1,0.4,0.248490762793574,0.0195252567197983,0.0785753824419555
"7310",0,0.8,0.4,0,0.6,1,0.4,0.248351328990417,0.0195146530218241,0.0785768012643778
"7311",0.2,0.8,0.4,0,0.6,1,0.4,0.248263694448996,0.0195077153088317,0.0785765931346816
"7312",0.4,0.8,0.4,0,0.6,1,0.4,0.24820326830738,0.019502873283781,0.0785762146356117
"7313",0.6,0.8,0.4,0,0.6,1,0.4,0.248158993548229,0.0194993139004293,0.0785758904870786
"7314",0.8,0.8,0.4,0,0.6,1,0.4,0.248125161302247,0.0194965907392065,0.0785756294802254
"7315",1,0.8,0.4,0,0.6,1,0.4,0.248098965713935,0.0194944518210401,0.0785753046770772
"7316",-1,1,0.4,0,0.6,1,0.4,0.556885478427592,0.0451757279584053,0.0811221152434471
"7317",-0.8,1,0.4,0,0.6,1,0.4,0.553502616560659,0.0450751616687043,0.0814362214740577
"7318",-0.6,1,0.4,0,0.6,1,0.4,0.552489882359813,0.0450190394652505,0.0814839165433469
"7319",-0.4,1,0.4,0,0.6,1,0.4,0.55200462718197,0.0449854022746356,0.0814946108410175
"7320",-0.2,1,0.4,0,0.6,1,0.4,0.551724917561031,0.0449638723058925,0.0814969033928372
"7321",0,1,0.4,0,0.6,1,0.4,0.551544657517074,0.044949269751944,0.0814970630923981
"7322",0.2,1,0.4,0,0.6,1,0.4,0.551419494606249,0.0449388651710512,0.0814966928275553
"7323",0.4,1,0.4,0,0.6,1,0.4,0.551327839096111,0.0449311418828103,0.081496232725113
"7324",0.6,1,0.4,0,0.6,1,0.4,0.551258016403759,0.0449252138587667,0.0814958014612563
"7325",0.8,1,0.4,0,0.6,1,0.4,0.551203250704415,0.0449205404606638,0.0814954200710124
"7326",1,1,0.4,0,0.6,1,0.4,0.551159892095358,0.0449167833788999,0.0814950144651104
"7327",-1,0,0.6,0,0.6,1,0.4,0.00737277614202242,0.001,0.135634119460148
"7328",-0.8,0,0.6,0,0.6,1,0.4,0.00727939656462219,0.001,0.13737402422338
"7329",-0.6,0,0.6,0,0.6,1,0.4,0.00723758845977243,0.001,0.138167568598041
"7330",-0.4,0,0.6,0,0.6,1,0.4,0.00722126138860468,0.001,0.138479961628037
"7331",-0.2,0,0.6,0,0.6,1,0.4,0.00721360752922558,0.001,0.138626893125049
"7332",0,0,0.6,0,0.6,1,0.4,0.0072092157859488,0.001,0.138711342494292
"7333",0.2,0,0.6,0,0.6,1,0.4,0.00720636564656754,0.001,0.138766203249249
"7334",0.4,0,0.6,0,0.6,1,0.4,0.00720436685161677,0.001,0.138804702841525
"7335",0.6,0,0.6,0,0.6,1,0.4,0.0072028880241386,0.001,0.138833200883973
"7336",0.8,0,0.6,0,0.6,1,0.4,0.00720175122076184,0.001,0.138855115838647
"7337",1,0,0.6,0,0.6,1,0.4,0.00720086355298552,0.001,0.138872232842878
"7338",-1,0.2,0.6,0,0.6,1,0.4,0.0132971451198752,0.00124933968403799,0.0939554823817488
"7339",-0.8,0.2,0.6,0,0.6,1,0.4,0.0131256742655535,0.0012484174794116,0.0951126360561827
"7340",-0.6,0.2,0.6,0,0.6,1,0.4,0.0130534080983469,0.00124769839525273,0.0955841099774348
"7341",-0.4,0.2,0.6,0,0.6,1,0.4,0.0130249797442307,0.0012471332248791,0.0957493408334479
"7342",-0.2,0.2,0.6,0,0.6,1,0.4,0.0130115189626558,0.00124668527536914,0.0958139690644299
"7343",0,0.2,0.6,0,0.6,1,0.4,0.0130037552443077,0.00124632711019033,0.0958436303033235
"7344",0.2,0.2,0.6,0,0.6,1,0.4,0.0129987052091701,0.00124603814251291,0.0958586353380706
"7345",0.4,0.2,0.6,0,0.6,1,0.4,0.0129951590722472,0.00124580286228996,0.0958666881539398
"7346",0.6,0.2,0.6,0,0.6,1,0.4,0.0129925344203973,0.00124560953168937,0.0958711742748091
"7347",0.8,0.2,0.6,0,0.6,1,0.4,0.0129905171371203,0.00124544922513788,0.095873721730371
"7348",1,0.2,0.6,0,0.6,1,0.4,0.0129889440808857,0.00124531509265582,0.0958750060744662
"7349",-1,0.4,0.6,0,0.6,1,0.4,0.0245888746281939,0.0021687651999482,0.0882010760045712
"7350",-0.8,0.4,0.6,0,0.6,1,0.4,0.0242783272662416,0.00216515755190807,0.0891806724641474
"7351",-0.6,0.4,0.6,0,0.6,1,0.4,0.0241569959445957,0.00216269501328315,0.0895266538208356
"7352",-0.4,0.4,0.6,0,0.6,1,0.4,0.0241086284186896,0.00216098007419564,0.0896351313175657
"7353",-0.2,0.4,0.6,0,0.6,1,0.4,0.0240852685954813,0.0021597595608486,0.0896713919666979
"7354",0,0.4,0.6,0,0.6,1,0.4,0.0240716339218414,0.00215887112122041,0.0896852755500556
"7355",0.2,0.4,0.6,0,0.6,1,0.4,0.0240626976071199,0.00215820958445837,0.0896910903214683
"7356",0.4,0.4,0.6,0,0.6,1,0.4,0.0240563928791787,0.00215770597673475,0.0896936622032923
"7357",0.6,0.4,0.6,0,0.6,1,0.4,0.0240517109288402,0.00215731443655429,0.0896948430378594
"7358",0.8,0.4,0.6,0,0.6,1,0.4,0.0240481043980069,0.00215700402685118,0.0896953868442933
"7359",1,0.4,0.6,0,0.6,1,0.4,0.0240452876849912,0.00215675307686645,0.0896954573853016
"7360",-1,0.6,0.6,0,0.6,1,0.4,0.0461650326954191,0.00400663850852422,0.0867894654154939
"7361",-0.8,0.6,0.6,0,0.6,1,0.4,0.04561670626542,0.00399809057835122,0.087645314746935
"7362",-0.6,0.6,0.6,0,0.6,1,0.4,0.0454225438777448,0.00399265211069467,0.0879002312473059
"7363",-0.4,0.6,0.6,0,0.6,1,0.4,0.0453432230633737,0.00398908406013023,0.0879753090016321
"7364",-0.2,0.6,0.6,0,0.6,1,0.4,0.0453036180618319,0.00398666422371695,0.0879988043841402
"7365",0,0.6,0.6,0,0.6,1,0.4,0.0452800276210519,0.00398496697932732,0.0880071675900348
"7366",0.2,0.6,0.6,0,0.6,1,0.4,0.0452643663839957,0.00398373711630045,0.0880104469485956
"7367",0.4,0.6,0.6,0,0.6,1,0.4,0.0452532191979392,0.00398281836667659,0.0880118240705838
"7368",0.6,0.6,0.6,0,0.6,1,0.4,0.0452448880793064,0.00398211282295082,0.0880124361446285
"7369",0.8,0.6,0.6,0,0.6,1,0.4,0.0452384399451225,0.00398155769026384,0.088012709878894
"7370",1,0.6,0.6,0,0.6,1,0.4,0.045233385410436,0.00398111058966637,0.0880126604175832
"7371",-1,0.8,0.6,0,0.6,1,0.4,0.0870601788951821,0.00754273431706079,0.0866381669872517
"7372",-0.8,0.8,0.6,0,0.6,1,0.4,0.0861402187220738,0.00752749434525997,0.087386524633133
"7373",-0.6,0.8,0.6,0,0.6,1,0.4,0.0858538207868996,0.00751797331194267,0.0875671372926228
"7374",-0.4,0.8,0.6,0,0.6,1,0.4,0.0857313650586659,0.00751179746219787,0.0876201779483805
"7375",-0.2,0.8,0.6,0,0.6,1,0.4,0.0856669144089222,0.00750763148295322,0.0876374681492124
"7376",0,0.8,0.6,0,0.6,1,0.4,0.0856272979747416,0.00750471152685601,0.08764391384941
"7377",0.2,0.8,0.6,0,0.6,1,0.4,0.0856004804491465,0.00750259020915709,0.087646589946586
"7378",0.4,0.8,0.6,0,0.6,1,0.4,0.0855811365690274,0.00750099828627301,0.0876477993514717
"7379",0.6,0.8,0.6,0,0.6,1,0.4,0.0855665442531214,0.00749976945529837,0.0876483854847835
"7380",0.8,0.8,0.6,0,0.6,1,0.4,0.0855551559313072,0.00749879619135437,0.0876486765727503
"7381",1,0.8,0.6,0,0.6,1,0.4,0.0855462041354106,0.00749801054202944,0.0876486644592773
"7382",-1,1,0.6,0,0.6,1,0.4,0.162529099062623,0.0141763761868207,0.0872236188386087
"7383",-0.8,1,0.6,0,0.6,1,0.4,0.161140223144417,0.0141538940945891,0.0878358849106481
"7384",-0.6,1,0.6,0,0.6,1,0.4,0.160773777307207,0.0141395266813409,0.0879467218980804
"7385",-0.4,1,0.6,0,0.6,1,0.4,0.160603068658486,0.0141299744598437,0.087980725261797
"7386",-0.2,1,0.6,0,0.6,1,0.4,0.160505372216466,0.0141233759182643,0.0879931663546859
"7387",0,1,0.6,0,0.6,1,0.4,0.160442450524913,0.0141186507579155,0.0879982243584791
"7388",0.2,1,0.6,0,0.6,1,0.4,0.160398656004204,0.0141151537398558,0.0880004489531749
"7389",0.4,1,0.6,0,0.6,1,0.4,0.160366476313031,0.0141124880872852,0.0880014851716136
"7390",0.6,1,0.6,0,0.6,1,0.4,0.160341873459315,0.0141104026786975,0.0880019821040565
"7391",0.8,1,0.6,0,0.6,1,0.4,0.160322472984317,0.0141087329624759,0.088002216407029
"7392",1,1,0.6,0,0.6,1,0.4,0.160307091414167,0.0141073729645459,0.0880021765730774
"7393",-1,0,0.8,0,0.6,1,0.4,0.00726810830259849,0.001,0.137587382901612
"7394",-0.8,0,0.8,0,0.6,1,0.4,0.00723680370347051,0.001,0.13818255143779
"7395",-0.6,0,0.8,0,0.6,1,0.4,0.00722124686056616,0.001,0.13848024022843
"7396",-0.4,0,0.8,0,0.6,1,0.4,0.00721361306527491,0.001,0.13862678673657
"7397",-0.2,0,0.8,0,0.6,1,0.4,0.00720920644642006,0.001,0.13871152219487
"7398",0,0,0.8,0,0.6,1,0.4,0.00720635601546427,0.001,0.138766388706592
"7399",0.2,0,0.8,0,0.6,1,0.4,0.00720435802200626,0.001,0.138804872959592
"7400",0.4,0,0.8,0,0.6,1,0.4,0.00720287911564183,0.001,0.138833372592411
"7401",0.6,0,0.8,0,0.6,1,0.4,0.00720174068387609,0.001,0.138855318997932
"7402",0.8,0,0.8,0,0.6,1,0.4,0.00720083899759668,0.001,0.138872706407372
"7403",1,0,0.8,0,0.6,1,0.4,0.00720011967719142,0.001,0.138886580339464
"7404",-1,0.2,0.8,0,0.6,1,0.4,0.0115212949905738,0.00118113552198891,0.102517600925526
"7405",-0.8,0.2,0.8,0,0.6,1,0.4,0.0114600441003933,0.00118074995754759,0.10303188602102
"7406",-0.6,0.2,0.8,0,0.6,1,0.4,0.0114343458819488,0.00118042750284662,0.103235245376838
"7407",-0.4,0.2,0.8,0,0.6,1,0.4,0.0114218939619281,0.00118015663176654,0.103324075297869
"7408",-0.2,0.2,0.8,0,0.6,1,0.4,0.0114147442371315,0.00117992804431662,0.103368767604831
"7409",0,0.2,0.8,0,0.6,1,0.4,0.0114101353086378,0.00117973422508498,0.10339353506105
"7410",0.2,0.2,0.8,0,0.6,1,0.4,0.0114069149269594,0.00117956908960749,0.103408248168807
"7411",0.4,0.2,0.8,0,0.6,1,0.4,0.0114045381571547,0.00117942770166501,0.103417401512668
"7412",0.6,0.2,0.8,0,0.6,1,0.4,0.0114027133700425,0.00117930604751589,0.103423282620977
"7413",0.8,0.2,0.8,0,0.6,1,0.4,0.0114012714481164,0.0011792008556872,0.10342713626751
"7414",1,0.2,0.8,0,0.6,1,0.4,0.0114001240055007,0.00117910945316035,0.103429528713145
"7415",-1,0.4,0.8,0,0.6,1,0.4,0.018505976562936,0.00178599972364827,0.0965093475383135
"7416",-0.8,0.4,0.8,0,0.6,1,0.4,0.0183885206895886,0.00178467400597084,0.0970537019316246
"7417",-0.6,0.4,0.8,0,0.6,1,0.4,0.0183460497694551,0.00178367234829666,0.097223782269813
"7418",-0.4,0.4,0.8,0,0.6,1,0.4,0.0183257401539727,0.00178290630023394,0.0972897293781308
"7419",-0.2,0.4,0.8,0,0.6,1,0.4,0.0183141199808764,0.0017823129571393,0.0973190608667185
"7420",0,0.4,0.8,0,0.6,1,0.4,0.0183066474346225,0.00178184737536861,0.0973333529108495
"7421",0.2,0.4,0.8,0,0.6,1,0.4,0.0183014347079692,0.00178147725129963,0.0973408522187553
"7422",0.4,0.4,0.8,0,0.6,1,0.4,0.018297595822592,0.00178117920441905,0.0973449857395927
"7423",0.6,0.4,0.8,0,0.6,1,0.4,0.0182946537463515,0.00178093618329502,0.0973473566642487
"7424",0.8,0.4,0.8,0,0.6,1,0.4,0.018292332621666,0.00178073565340444,0.0973487466161249
"7425",1,0.4,0.8,0,0.6,1,0.4,0.018290490646549,0.00178056826293832,0.0973493985124053
"7426",-1,0.6,0.8,0,0.6,1,0.4,0.0299967239875336,0.00283409095770673,0.0944800158472159
"7427",-0.8,0.6,0.8,0,0.6,1,0.4,0.0297762110370845,0.0028313978458052,0.0950892590826571
"7428",-0.6,0.6,0.8,0,0.6,1,0.4,0.0297063027927034,0.00282945385477396,0.0952475935668758
"7429",-0.4,0.6,0.8,0,0.6,1,0.4,0.029673316017587,0.00282802544014069,0.0953053389268851
"7430",-0.2,0.6,0.8,0,0.6,1,0.4,0.0296544557854976,0.00282695635846789,0.0953299018169945
"7431",0,0.6,0.8,0,0.6,1,0.4,0.0296423368227496,0.00282614126815307,0.0953413789557946
"7432",0.2,0.6,0.8,0,0.6,1,0.4,0.0296338924043437,0.00282550843721982,0.0953471922846579
"7433",0.4,0.6,0.8,0,0.6,1,0.4,0.0296276806696639,0.00282500846252062,0.0953503075052778
"7434",0.6,0.6,0.8,0,0.6,1,0.4,0.0296229237489842,0.0028246069022477,0.0953520633608816
"7435",0.8,0.6,0.8,0,0.6,1,0.4,0.0296191740129365,0.0028242794460561,0.0953530792189736
"7436",1,0.6,0.8,0,0.6,1,0.4,0.029616201413193,0.00282400867440398,0.095353507190358
"7437",-1,0.8,0.8,0,0.6,1,0.4,0.0488649755805215,0.0045774577454643,0.0936756376337771
"7438",-0.8,0.8,0.8,0,0.6,1,0.4,0.0484624262024639,0.00457285255714836,0.0943587210851585
"7439",-0.6,0.8,0.8,0,0.6,1,0.4,0.0483485812432413,0.00456958479614904,0.0945133172193718
"7440",-0.4,0.8,0.8,0,0.6,1,0.4,0.0482954185935807,0.00456721668349045,0.0945683217268463
"7441",-0.2,0.8,0.8,0,0.6,1,0.4,0.0482649900904118,0.00456546344146933,0.0945916166752989
"7442",0,0.8,0.8,0,0.6,1,0.4,0.048245423360258,0.00456413774630477,0.0946025017175922
"7443",0.2,0.8,0.8,0,0.6,1,0.4,0.048231788003852,0.00456311474540903,0.0946080361989608
"7444",0.4,0.8,0.8,0,0.6,1,0.4,0.048221756273822,0.00456231001716693,0.0946110297447557
