"","x","z","v","c","m","s","n","totalI","maxI","peaktime","npeaks"
"8544",0.4,0.4,0.6,0.6,0.6,0.4,0.4,0.0240671083593029,0.00215831961726183,3,1
"8545",0.6,0.4,0.6,0.6,0.6,0.4,0.4,0.0240599835144134,0.0021578259127739,3,1
"8546",0.8,0.4,0.6,0.6,0.6,0.4,0.4,0.0240546983441341,0.00215743514778226,3,1
"8547",1,0.4,0.6,0.6,0.6,0.4,0.4,0.0240507337979313,0.00215712086039086,3,1
"8548",-1,0.6,0.6,0.6,0.6,0.4,0.4,0.0492748896028043,0.00402231844480692,3.7,1
"8549",-0.8,0.6,0.6,0.6,0.6,0.4,0.4,0.0465964741478402,0.00400921574933707,3.7,1
"8550",-0.6,0.6,0.6,0.6,0.6,0.4,0.4,0.0457657530154047,0.00400070550805583,3.7,1
"8551",-0.4,0.6,0.6,0.6,0.6,0.4,0.4,0.0455032133798481,0.0039950388690549,3.7,1
"8552",-0.2,0.6,0.6,0.6,0.6,0.4,0.4,0.045396298894481,0.00399116109023144,3.7,1
"8553",0,0.6,0.6,0.6,0.6,0.4,0.4,0.0453404340428443,0.00398843232667326,3.7,1
"8554",0.2,0.6,0.6,0.6,0.6,0.4,0.4,0.0453068153420182,0.00398645899031095,3.7,1
"8555",0.4,0.6,0.6,0.6,0.6,0.4,0.4,0.0452846646597377,0.00398499455298842,3.7,1
"8556",0.6,0.6,0.6,0.6,0.6,0.4,0.4,0.0452691173031998,0.00398388146562132,3.7,1
"8557",0.8,0.6,0.6,0.6,0.6,0.4,0.4,0.0452577033157894,0.00398301695496488,3.7,1
"8558",1,0.6,0.6,0.6,0.6,0.4,0.4,0.0452491932528395,0.0039823326807242,3.7,1
"8559",-1,0.8,0.6,0.6,0.6,0.4,0.4,0.0951421574711772,0.00759767224146053,4.2,1
"8560",-0.8,0.8,0.6,0.6,0.6,0.4,0.4,0.0886174014256672,0.00756345889290619,4.2,1
"8561",-0.6,0.8,0.6,0.6,0.6,0.4,0.4,0.0867268200657501,0.00754269882580348,4.1,1
"8562",-0.4,0.8,0.6,0.6,0.6,0.4,0.4,0.0861410167745994,0.00752952900679616,4.1,1
"8563",-0.2,0.8,0.6,0.6,0.6,0.4,0.4,0.0859045825466033,0.00752068130187319,4.1,1
"8564",0,0.8,0.6,0.6,0.6,0.4,0.4,0.0857822293952956,0.00751455472902523,4.1,1
"8565",0.2,0.8,0.6,0.6,0.6,0.4,0.4,0.0857093125590424,0.00751018622927467,4.1,1
"8566",0.4,0.8,0.6,0.6,0.6,0.4,0.4,0.0856617053810983,0.00750698415827595,4.1,1
"8567",0.6,0.8,0.6,0.6,0.6,0.4,0.4,0.0856285663159295,0.00750457665261333,4.1,1
"8568",0.8,0.8,0.6,0.6,0.6,0.4,0.4,0.0856044151031383,0.00750272504189598,4.1,1
"8569",1,0.8,0.6,0.6,0.6,0.4,0.4,0.085586457794658,0.00750127080145314,4.1,1
"8570",-1,1,0.6,0.6,0.6,0.4,0.4,0.179958265922753,0.0143270028142382,4.5,1
"8571",-0.8,1,0.6,0.6,0.6,0.4,0.4,0.166545429826254,0.0142501680831047,4.5,1
"8572",-0.6,1,0.6,0.6,0.6,0.4,0.4,0.162724268988551,0.0142045845840945,4.4,1
"8573",-0.4,1,0.6,0.6,0.6,0.4,0.4,0.161533900549339,0.0141756203191144,4.4,1
"8574",-0.2,1,0.6,0.6,0.6,0.4,0.4,0.161049516698015,0.0141563689730988,4.4,1
"8575",0,1,0.6,0.6,0.6,0.4,0.4,0.160798555880923,0.0141431741153375,4.4,1
"8576",0.2,1,0.6,0.6,0.6,0.4,0.4,0.16064933749394,0.0141338562652831,4.4,1
"8577",0.4,1,0.6,0.6,0.6,0.4,0.4,0.160552259141254,0.0141270877614886,4.4,1
"8578",0.6,1,0.6,0.6,0.6,0.4,0.4,0.160484967080915,0.0141220407395445,4.4,1
"8579",0.8,1,0.6,0.6,0.6,0.4,0.4,0.160436113986684,0.0141181867291582,4.4,1
"8580",1,1,0.6,0.6,0.6,0.4,0.4,0.160399819110154,0.0141151808528196,4.4,1
"8581",-1,0,0.8,0.6,0.6,0.4,0.4,0.00726393033849958,0.001,0,-1
"8582",-0.8,0,0.8,0.6,0.6,0.4,0.4,0.00723803071854407,0.001,0,-0.8
"8583",-0.6,0,0.8,0.6,0.6,0.4,0.4,0.00722147045912216,0.001,0,-0.6
"8584",-0.4,0,0.8,0.6,0.6,0.4,0.4,0.00721362882206394,0.001,0,-0.4
"8585",-0.2,0,0.8,0.6,0.6,0.4,0.4,0.00720921231627731,0.001,0,-0.2
"8586",0,0,0.8,0.6,0.6,0.4,0.4,0.00720636146425369,0.001,0,0
"8587",0.2,0,0.8,0.6,0.6,0.4,0.4,0.00720436349067454,0.001,0,0.2
"8588",0.4,0,0.8,0.6,0.6,0.4,0.4,0.00720288602608282,0.001,0,0.4
"8589",0.6,0,0.8,0.6,0.6,0.4,0.4,0.00720174969851904,0.001,0,0.6
"8590",0.8,0,0.8,0.6,0.6,0.4,0.4,0.00720085283667839,0.001,0,0.8
"8591",1,0,0.8,0.6,0.6,0.4,0.4,0.00720015292794416,0.001,0,1
"8592",-1,0.2,0.8,0.6,0.6,0.4,0.4,0.0116246515877272,0.00118124844083241,1.4,1
"8593",-0.8,0.2,0.8,0.6,0.6,0.4,0.4,0.0115021215303932,0.00118085080384918,1.4,1
"8594",-0.6,0.2,0.8,0.6,0.6,0.4,0.4,0.0114520623379311,0.00118051776426449,1.4,1
"8595",-0.4,0.2,0.8,0.6,0.6,0.4,0.4,0.0114314522583042,0.00118023761035087,1.4,1
"8596",-0.2,0.2,0.8,0.6,0.6,0.4,0.4,0.0114207878947445,0.00118000087578711,1.4,1
"8597",0,0.2,0.8,0.6,0.6,0.4,0.4,0.0114142982948533,0.00117979989829957,1.4,1
"8598",0.2,0.2,0.8,0.6,0.6,0.4,0.4,0.011409963913,0.00117962846501673,1.4,1
"8599",0.4,0.2,0.8,0.6,0.6,0.4,0.4,0.0114068667037102,0.00117948152816631,1.4,1
"8600",0.6,0.2,0.8,0.6,0.6,0.4,0.4,0.0114045526642193,0.00117935497748113,1.4,1
"8601",0.8,0.2,0.8,0.6,0.6,0.4,0.4,0.0114027680729655,0.00117924545813319,1.4,1
"8602",1,0.2,0.8,0.6,0.6,0.4,0.4,0.0114013936739738,0.0011791502251232,1.4,1
"8603",-1,0.4,0.8,0.6,0.6,0.4,0.4,0.0188744969075095,0.00178731002501591,2.3,1
"8604",-0.8,0.4,0.8,0.6,0.6,0.4,0.4,0.0185275628122636,0.00178575571607055,2.3,1
"8605",-0.6,0.4,0.8,0.6,0.6,0.4,0.4,0.0184052747231361,0.00178457122013233,2.3,1
"8606",-0.4,0.4,0.8,0.6,0.6,0.4,0.4,0.0183579308980371,0.00178365838648844,2.3,1
"8607",-0.2,0.4,0.8,0.6,0.6,0.4,0.4,0.0183344537100645,0.0017829466353613,2.3,1
"8608",0,0.4,0.8,0.6,0.6,0.4,0.4,0.0183206462055056,0.00178238501902169,2.3,1
"8609",0.2,0.4,0.8,0.6,0.6,0.4,0.4,0.0183116562012348,0.00178193655956297,2.3,1
"8610",0.4,0.4,0.8,0.6,0.6,0.4,0.4,0.0183053852060145,0.00178157424100329,2.3,1
"8611",0.6,0.4,0.8,0.6,0.6,0.4,0.4,0.0183007901034191,0.00178127818054179,2.3,1
"8612",0.8,0.4,0.8,0.6,0.6,0.4,0.4,0.0182973016113696,0.00178103363204844,2.3,1
"8613",1,0.4,0.8,0.6,0.6,0.4,0.4,0.0182946396656411,0.00178082957471438,2.3,1
"8614",-1,0.6,0.8,0.6,0.6,0.4,0.4,0.030949783853988,0.0028393021544702,2.8,1
"8615",-0.8,0.6,0.8,0.6,0.6,0.4,0.4,0.0301239292710729,0.00283551233483113,2.8,1
"8616",-0.6,0.6,0.8,0.6,0.6,0.4,0.4,0.0298549365341772,0.00283273550428025,2.8,1
"8617",-0.4,0.6,0.8,0.6,0.6,0.4,0.4,0.0297542833547706,0.00283067030073341,2.8,1
"8618",-0.2,0.6,0.8,0.6,0.6,0.4,0.4,0.0297055614189704,0.00282911036851378,2.8,1
"8619",0,0.6,0.8,0.6,0.6,0.4,0.4,0.0296774884155241,0.00282791360001105,2.8,1
"8620",0.2,0.6,0.8,0.6,0.6,0.4,0.4,0.0296595281496031,0.00282698130314128,2.8,1
"8621",0.4,0.6,0.8,0.6,0.6,0.4,0.4,0.0296471931636385,0.00282624424399412,2.8,1
"8622",0.6,0.6,0.8,0.6,0.6,0.4,0.4,0.0296382735550683,0.0028256533195425,2.8,1
"8623",0.8,0.6,0.8,0.6,0.6,0.4,0.4,0.0296315779116562,0.00282517331164513,2.8,1
"8624",1,0.6,0.8,0.6,0.6,0.4,0.4,0.0296265019239968,0.00282477868665765,2.8,1
"8625",-1,0.8,0.8,0.6,0.6,0.4,0.4,0.0510006886658522,0.00459196966697217,3.1,1
"8626",-0.8,0.8,0.8,0.6,0.6,0.4,0.4,0.0492271260489161,0.00458400570102419,3.1,1
"8627",-0.6,0.8,0.8,0.6,0.6,0.4,0.4,0.0486767067883151,0.00457826593920438,3.1,1
"8628",-0.4,0.8,0.8,0.6,0.6,0.4,0.4,0.0484746852053812,0.00457406175202148,3.1,1
"8629",-0.2,0.8,0.8,0.6,0.6,0.4,0.4,0.0483781807638619,0.00457093044029806,3.1,1
"8630",0,0.8,0.8,0.6,0.6,0.4,0.4,0.0483232655328599,0.00456855895856745,3.1,1
"8631",0.2,0.8,0.8,0.6,0.6,0.4,0.4,0.0482885351153327,0.00456673339606102,3.1,1
"8632",0.4,0.8,0.8,0.6,0.6,0.4,0.4,0.0482649281121887,0.00456530587906987,3.1,1
"8633",0.6,0.8,0.8,0.6,0.6,0.4,0.4,0.0482480149158192,0.00456417291229222,3.1,1
"8634",0.8,0.8,0.8,0.6,0.6,0.4,0.4,0.0482354199481764,0.00456326114990994,3.1,1
"8635",1,0.8,0.8,0.6,0.6,0.4,0.4,0.0482259073398893,0.00456251798980277,3.1,1
"8636",-1,1,0.8,0.6,0.6,0.4,0.4,0.0839288354488554,0.00747644748695557,3.4,1
"8637",-0.8,1,0.8,0.6,0.6,0.4,0.4,0.0804476724648149,0.00745941418501696,3.4,1
"8638",-0.6,1,0.8,0.6,0.6,0.4,0.4,0.0793948762204679,0.00744734837998764,3.4,1
"8639",-0.4,1,0.8,0.6,0.6,0.4,0.4,0.0790107236300101,0.00743865459630036,3.4,1
"8640",-0.2,1,0.8,0.6,0.6,0.4,0.4,0.0788281793260943,0.00743227909237659,3.4,1
"8641",0,1,0.8,0.6,0.6,0.4,0.4,0.0787249338587893,0.00742752045267124,3.4,1
"8642",0.2,1,0.8,0.6,0.6,0.4,0.4,0.0786600661845805,0.00742390669170181,3.4,1
"8643",0.4,1,0.8,0.6,0.6,0.4,0.4,0.0786162546470702,0.00742111623240452,3.4,1
"8644",0.6,1,0.8,0.6,0.6,0.4,0.4,0.0785850539457787,0.00741892706979554,3.4,1
"8645",0.8,1,0.8,0.6,0.6,0.4,0.4,0.0785619435743863,0.00741718388918491,3.4,1
"8646",1,1,0.8,0.6,0.6,0.4,0.4,0.0785445273196824,0.00741577663649659,3.4,1
"8647",-1,0,1,0.6,0.6,0.4,0.4,0.00723375557006319,0.001,0,-1
"8648",-0.8,0,1,0.6,0.6,0.4,0.4,0.00722210865465812,0.001,0,-0.8
"8649",-0.6,0,1,0.6,0.6,0.4,0.4,0.00721376713159284,0.001,0,-0.6
"8650",-0.4,0,1,0.6,0.6,0.4,0.4,0.00720923497961365,0.001,0,-0.4
"8651",-0.2,0,1,0.6,0.6,0.4,0.4,0.00720635694679044,0.001,0,-0.2
"8652",0,0,1,0.6,0.6,0.4,0.4,0.0072043530482302,0.001,0,0
"8653",0.2,0,1,0.6,0.6,0.4,0.4,0.00720287775782013,0.001,0,0.2
"8654",0.4,0,1,0.6,0.6,0.4,0.4,0.00720174199982052,0.001,0,0.4
"8655",0.6,0,1,0.6,0.6,0.4,0.4,0.00720084067452679,0.001,0,0.6
"8656",0.8,0,1,0.6,0.6,0.4,0.4,0.00720011288255854,0.001,0,0.8
"8657",1,0,1,0.6,0.6,0.4,0.4,0.0071995380727061,0.001,0,1
"8658",-1,0.2,1,0.6,0.6,0.4,0.4,0.0106242352264443,0.00114225704806586,1.1,1
"8659",-0.8,0.2,1,0.6,0.6,0.4,0.4,0.0105577716237182,0.00114204678473701,1.1,1
"8660",-0.6,0.2,1,0.6,0.6,0.4,0.4,0.0105300194622099,0.00114186350223043,1.1,1
"8661",-0.4,0.2,1,0.6,0.6,0.4,0.4,0.0105173510069014,0.00114170330040279,1.1,1
"8662",-0.2,0.2,1,0.6,0.6,0.4,0.4,0.0105101736365597,0.00114156287841346,1.1,1
"8663",0,0.2,1,0.6,0.6,0.4,0.4,0.0105055552976809,0.00114143944002884,1.1,1
"8664",0.2,0.2,1,0.6,0.6,0.4,0.4,0.0105023471174745,0.00114133061391615,1.1,1
"8665",0.4,0.2,1,0.6,0.6,0.4,0.4,0.0104999885805874,0.00114123438664607,1.1,1
"8666",0.6,0.2,1,0.6,0.6,0.4,0.4,0.0104981852821456,0.00114114904643039,1.1,1
"8667",0.8,0.2,1,0.6,0.6,0.4,0.4,0.0104967701142769,0.00114107313590175,1.1,1
"8668",1,0.2,1,0.6,0.6,0.4,0.4,0.0104956684311954,0.00114100541249507,1.1,1
"8669",-1,0.4,1,0.6,0.6,0.4,0.4,0.0157342569082833,0.00159071677662205,1.8,1
"8670",-0.8,0.4,1,0.6,0.6,0.4,0.4,0.015556352557354,0.0015900106882189,1.8,1
"8671",-0.6,0.4,1,0.6,0.6,0.4,0.4,0.0154909770496919,0.00158943695041749,1.8,1
"8672",-0.4,0.4,1,0.6,0.6,0.4,0.4,0.0154628536974594,0.00158896747828104,1.8,1
"8673",-0.2,0.4,1,0.6,0.6,0.4,0.4,0.0154476428960277,0.00158858055292496,1.8,1
"8674",0,0.4,1,0.6,0.6,0.4,0.4,0.015438216410798,0.00158825933314919,1.8,1
"8675",0.2,0.4,1,0.6,0.6,0.4,0.4,0.0154318466659376,0.00158799071540033,1.8,1
"8676",0.4,0.4,1,0.6,0.6,0.4,0.4,0.0154272868187725,0.00158776446411585,1.8,1
"8677",0.6,0.4,1,0.6,0.6,0.4,0.4,0.0154238768975796,0.00158757254961444,1.8,1
"8678",0.8,0.4,1,0.6,0.6,0.4,0.4,0.015421247745731,0.00158740864425424,1.8,1
"8679",1,0.4,1,0.6,0.6,0.4,0.4,0.0154192192509074,0.00158726773888316,1.8,1
"8680",-1,0.6,1,0.6,0.6,0.4,0.4,0.0234440098103386,0.00230412633309134,2.2,1
"8681",-0.8,0.6,1,0.6,0.6,0.4,0.4,0.0230549605557169,0.00230257013732823,2.2,1
"8682",-0.6,0.6,1,0.6,0.6,0.4,0.4,0.0229205224903793,0.00230134266713252,2.2,1
"8683",-0.4,0.6,1,0.6,0.6,0.4,0.4,0.0228643740146665,0.00230036540545163,2.2,1
"8684",-0.2,0.6,1,0.6,0.6,0.4,0.4,0.0228347443314576,0.00229957992495116,2.2,1
"8685",0,0.6,1,0.6,0.6,0.4,0.4,0.0228167517383316,0.00229894256637967,2.2,1
"8686",0.2,0.6,1,0.6,0.6,0.4,0.4,0.0228048183318359,0.00229842053202069,2.2,1
"8687",0.4,0.6,1,0.6,0.6,0.4,0.4,0.0227964071225233,0.00229798903379661,2.2,1
"8688",0.6,0.6,1,0.6,0.6,0.4,0.4,0.0227902054256168,0.00229762921497196,2.2,1
"8689",0.8,0.6,1,0.6,0.6,0.4,0.4,0.0227854797013358,0.00229732663476088,2.2,1
"8690",1,0.6,1,0.6,0.6,0.4,0.4,0.0227818549535843,0.00229707016136509,2.2,1
"8691",-1,0.8,1,0.6,0.6,0.4,0.4,0.0350644868603667,0.00338921054042084,2.5,1
"8692",-0.8,0.8,1,0.6,0.6,0.4,0.4,0.0342972106960439,0.00338602468598108,2.5,1
"8693",-0.6,0.8,1,0.6,0.6,0.4,0.4,0.0340416070047818,0.00338355785674084,2.5,1
"8694",-0.4,0.8,1,0.6,0.6,0.4,0.4,0.0339365793086913,0.00338162766741734,2.5,1
"8695",-0.2,0.8,1,0.6,0.6,0.4,0.4,0.0338819370029699,0.00338010125066357,2.5,1
"8696",0,0.8,1,0.6,0.6,0.4,0.4,0.0338491716607131,0.00337888131069896,2.5,1
"8697",0.2,0.8,1,0.6,0.6,0.4,0.4,0.0338276904071296,0.00337789613468591,2.5,1
"8698",0.4,0.8,1,0.6,0.6,0.4,0.4,0.0338127073185271,0.00337709247848284,2.5,1
"8699",0.6,0.8,1,0.6,0.6,0.4,0.4,0.0338017636618518,0.00337643050404724,2.5,1
"8700",0.8,0.8,1,0.6,0.6,0.4,0.4,0.0337934922822469,0.00337588017010411,2.5,1
"8701",1,0.8,1,0.6,0.6,0.4,0.4,0.0337871725798254,0.00337541865056442,2.5,1
"8702",-1,1,1,0.6,0.6,0.4,0.4,0.0525087343044577,0.00501993168771109,2.7,1
"8703",-0.8,1,1,0.6,0.6,0.4,0.4,0.0511018611709642,0.00501392069519009,2.7,1
"8704",-0.6,1,1,0.6,0.6,0.4,0.4,0.0506431528384525,0.00500931344708487,2.7,1
"8705",-0.4,1,1,0.6,0.6,0.4,0.4,0.0504562693677703,0.00500574415234701,2.7,1
"8706",-0.2,1,1,0.6,0.6,0.4,0.4,0.05035972256039,0.00500294875338194,2.7,1
"8707",0,1,1,0.6,0.6,0.4,0.4,0.0503022417332021,0.00500073556364981,2.7,1
"8708",0.2,1,1,0.6,0.6,0.4,0.4,0.0502648342281873,0.00499896447819752,2.7,1
"8709",0.4,1,1,0.6,0.6,0.4,0.4,0.0502389213546665,0.00499753231536392,2.7,1
"8710",0.6,1,1,0.6,0.6,0.4,0.4,0.050220114379583,0.00499636247945781,2.7,1
"8711",0.8,1,1,0.6,0.6,0.4,0.4,0.0502059796761969,0.00499539765080335,2.7,1
"8712",1,1,1,0.6,0.6,0.4,0.4,0.0501952064652181,0.00499459459589576,2.7,1
"8713",-1,0,0,0.8,0.6,0.2,0.4,6.92077354437214,0.707433584071593,14.3,1
"8714",-0.8,0,0,0.8,0.6,0.2,0.4,7.14229851280915,0.710300993170882,17.3,1
"8715",-0.6,0,0,0.8,0.6,0.2,0.4,7.1426447908057,0.670055311959215,23.4,1
"8716",-0.4,0,0,0.8,0.6,0.2,0.4,7.14128045630161,0.573398807418367,40.9,1
"8717",-0.2,0,0,0.8,0.6,0.2,0.4,0.00730345078649117,0.001,0,-0.2
"8718",0,0,0,0.8,0.6,0.2,0.4,0.00723795032114173,0.001,0,0
"8719",0.2,0,0,0.8,0.6,0.2,0.4,0.0072212335407896,0.001,0,0.2
"8720",0.4,0,0,0.8,0.6,0.2,0.4,0.00721357298537751,0.001,0,0.4
"8721",0.6,0,0,0.8,0.6,0.2,0.4,0.00720918101021845,0.001,0,0.6
"8722",0.8,0,0,0.8,0.6,0.2,0.4,0.00720633446120913,0.001,0,0.8
"8723",1,0,0,0.8,0.6,0.2,0.4,0.00720436220916078,0.001,0,1
"8724",-1,0.2,0,0.8,0.6,0.2,0.4,7.13238782725146,0.690731080288174,12.6,1
"8725",-0.8,0.2,0,0.8,0.6,0.2,0.4,7.14278085945486,0.652379018209387,15,1
"8726",-0.6,0.2,0,0.8,0.6,0.2,0.4,7.14255541282073,0.554842733852446,19.4,1
"8727",-0.4,0.2,0,0.8,0.6,0.2,0.4,7.12365613013173,0.360292586605866,25.7,1
"8728",-0.2,0.2,0,0.8,0.6,0.2,0.4,6.74794379532918,0.308459079926141,26.6,1
"8729",0,0.2,0,0.8,0.6,0.2,0.4,6.74461618198052,0.307580689267721,26.7,1
"8730",0.2,0.2,0,0.8,0.6,0.2,0.4,6.74457901454008,0.307554584882092,26.8,1
"8731",0.4,0.2,0,0.8,0.6,0.2,0.4,6.74457545788236,0.307553433169865,26.8,1
"8732",0.6,0.2,0,0.8,0.6,0.2,0.4,6.74457442440782,0.307553337230744,26.8,1
"8733",0.8,0.2,0,0.8,0.6,0.2,0.4,6.74457388775045,0.307553361208659,26.8,1
"8734",1,0.2,0,0.8,0.6,0.2,0.4,6.74457379591882,0.307553526993622,26.8,1
"8735",-1,0.4,0,0.8,0.6,0.2,0.4,7.14239420197199,0.654699275738348,10.5,1
"8736",-0.8,0.4,0,0.8,0.6,0.2,0.4,7.14280365892472,0.598572399511792,11.5,1
"8737",-0.6,0.4,0,0.8,0.6,0.2,0.4,7.14206434079398,0.553648350924805,12,1
"8738",-0.4,0.4,0,0.8,0.6,0.2,0.4,7.13372571730176,0.542215808350788,12.1,1
"8739",-0.2,0.4,0,0.8,0.6,0.2,0.4,7.12695887598273,0.540621038148309,12.2,1
"8740",0,0.4,0,0.8,0.6,0.2,0.4,7.12688028901048,0.540408470194076,12.2,1
"8741",0.2,0.4,0,0.8,0.6,0.2,0.4,7.12687544733496,0.540375728507133,12.2,1
"8742",0.4,0.4,0,0.8,0.6,0.2,0.4,7.12687471944231,0.540369767368531,12.2,1
"8743",0.6,0.4,0,0.8,0.6,0.2,0.4,7.12687456808488,0.540368481831623,12.2,1
"8744",0.8,0.4,0,0.8,0.6,0.2,0.4,7.1268744520886,0.54036814590726,12.2,1
"8745",1,0.4,0,0.8,0.6,0.2,0.4,7.12687443551393,0.540368114926066,12.2,1
"8746",-1,0.6,0,0.8,0.6,0.2,0.4,7.14286507366954,0.666853353611343,7.9,1
"8747",-0.8,0.6,0,0.8,0.6,0.2,0.4,7.1428505175712,0.65495340790956,8,1
"8748",-0.6,0.6,0,0.8,0.6,0.2,0.4,7.14271351826186,0.650851026999207,8,1
"8749",-0.4,0.6,0,0.8,0.6,0.2,0.4,7.14231679382125,0.649714363110533,8,1
"8750",-0.2,0.6,0,0.8,0.6,0.2,0.4,7.14216357239184,0.649410755109108,8,1
"8751",0,0.6,0,0.8,0.6,0.2,0.4,7.14216104630504,0.649326565833978,8,1
"8752",0.2,0.6,0,0.8,0.6,0.2,0.4,7.14216077570175,0.649301437059547,8,1
"8753",0.4,0.6,0,0.8,0.6,0.2,0.4,7.14216071724408,0.649293104933508,8,1
"8754",0.6,0.6,0,0.8,0.6,0.2,0.4,7.14216070043956,0.64928993914964,8,1
"8755",0.8,0.6,0,0.8,0.6,0.2,0.4,7.14216069468021,0.649288534094576,8,1
"8756",1,0.6,0,0.8,0.6,0.2,0.4,7.14216069260764,0.649287821968835,8,1
"8757",-1,0.8,0,0.8,0.6,0.2,0.4,7.14289745417575,0.715620117626785,6,1
"8758",-0.8,0.8,0,0.8,0.6,0.2,0.4,7.14289384336846,0.71419718355949,6,1
"8759",-0.6,0.8,0,0.8,0.6,0.2,0.4,7.14288551064916,0.713652575071657,6,1
"8760",-0.4,0.8,0,0.8,0.6,0.2,0.4,7.14287345439231,0.713451073187362,6,1
"8761",-0.2,0.8,0,0.8,0.6,0.2,0.4,7.14287022219582,0.713375925221202,6,1
"8762",0,0.8,0,0.8,0.6,0.2,0.4,7.14287015465118,0.713347110056743,6,1
"8763",0.2,0.8,0,0.8,0.6,0.2,0.4,7.1428701449331,0.71333666246337,6.1,1
"8764",0.4,0.8,0,0.8,0.6,0.2,0.4,7.14287014241262,0.713333777459843,6.1,1
"8765",0.6,0.8,0,0.8,0.6,0.2,0.4,7.14287014159361,0.713332779269534,6.1,1
"8766",0.8,0.8,0,0.8,0.6,0.2,0.4,7.14287014129908,0.713332478162534,6.1,1
"8767",1,0.8,0,0.8,0.6,0.2,0.4,7.14287014119778,0.71333243706345,6.1,1
"8768",-1,1,0,0.8,0.6,0.2,0.4,7.14290306766179,0.756112107896546,4.9,1
"8769",-0.8,1,0,0.8,0.6,0.2,0.4,7.14290305713496,0.756112110035878,4.9,1
"8770",-0.6,1,0,0.8,0.6,0.2,0.4,7.14290305131508,0.756112111824144,4.9,1
"8771",-0.4,1,0,0.8,0.6,0.2,0.4,7.14290306380084,0.756112113280555,4.9,1
"8772",-0.2,1,0,0.8,0.6,0.2,0.4,7.14290306072133,0.756112114423639,4.9,1
"8773",0,1,0,0.8,0.6,0.2,0.4,7.14290306101431,0.756112115271707,4.9,1
"8774",0.2,1,0,0.8,0.6,0.2,0.4,7.14290306126777,0.756112115842873,4.9,1
"8775",0.4,1,0,0.8,0.6,0.2,0.4,7.14290306138062,0.756112116154785,4.9,1
"8776",0.6,1,0,0.8,0.6,0.2,0.4,7.14290306140519,0.756112116225029,4.9,1
"8777",0.8,1,0,0.8,0.6,0.2,0.4,7.14290306135129,0.756112116070986,4.9,1
"8778",1,1,0,0.8,0.6,0.2,0.4,7.14290306117096,0.756112115709827,4.9,1
"8779",-1,0,0.2,0.8,0.6,0.2,0.4,0.0143684085167829,0.001,0,1
"8780",-0.8,0,0.2,0.8,0.6,0.2,0.4,0.0096663262615979,0.001,0,-0.8
"8781",-0.6,0,0.2,0.8,0.6,0.2,0.4,0.00775614576527426,0.001,0,-0.6
"8782",-0.4,0,0.2,0.8,0.6,0.2,0.4,0.00730134656532754,0.001,0,-0.4
"8783",-0.2,0,0.2,0.8,0.6,0.2,0.4,0.00723797534327219,0.001,0,-0.2
"8784",0,0,0.2,0.8,0.6,0.2,0.4,0.00722127910085301,0.001,0,0
"8785",0.2,0,0.2,0.8,0.6,0.2,0.4,0.00721362433747696,0.001,0,0.2
"8786",0.4,0,0.2,0.8,0.6,0.2,0.4,0.00720923129576757,0.001,0,0.4
"8787",0.6,0,0.2,0.8,0.6,0.2,0.4,0.00720638208417767,0.001,0,0.6
"8788",0.8,0,0.2,0.8,0.6,0.2,0.4,0.00720438742300152,0.001,0,0.8
"8789",1,0,0.2,0.8,0.6,0.2,0.4,0.00720293367747824,0.001,0,1
"8790",-1,0.2,0.2,0.8,0.6,0.2,0.4,0.0661346948091441,0.00322897335158415,13.3,1
"8791",-0.8,0.2,0.2,0.8,0.6,0.2,0.4,0.0435511909443596,0.00200471505728614,6.4,1
"8792",-0.6,0.2,0.2,0.8,0.6,0.2,0.4,0.0333779719717136,0.0019589321722502,5.8,1
"8793",-0.4,0.2,0.2,0.8,0.6,0.2,0.4,0.0307115913737132,0.00194233632832623,5.6,1
"8794",-0.2,0.2,0.2,0.8,0.6,0.2,0.4,0.0303566869315544,0.00193473244310922,5.6,1
"8795",0,0.2,0.2,0.8,0.6,0.2,0.4,0.0302727161386815,0.0019308276860854,5.6,1
"8796",0.2,0.2,0.2,0.8,0.6,0.2,0.4,0.0302363946673957,0.00192865311973022,5.6,1
"8797",0.4,0.2,0.2,0.8,0.6,0.2,0.4,0.0302162597908567,0.00192734112646907,5.6,1
"8798",0.6,0.2,0.2,0.8,0.6,0.2,0.4,0.0302034993211829,0.00192648994761197,5.6,1
"8799",0.8,0.2,0.2,0.8,0.6,0.2,0.4,0.0301947213327415,0.00192590306237183,5.6,1
"8800",1,0.2,0.2,0.8,0.6,0.2,0.4,0.030188436126473,0.00192547728283416,5.6,1
"8801",-1,0.4,0.2,0.8,0.6,0.2,0.4,0.296433200031301,0.0161705577222771,12.7,1
"8802",-0.8,0.4,0.2,0.8,0.6,0.2,0.4,0.216189802972848,0.0110816161481407,11.2,1
"8803",-0.6,0.4,0.2,0.8,0.6,0.2,0.4,0.17451256847792,0.0100066806671363,9.1,1
"8804",-0.4,0.4,0.2,0.8,0.6,0.2,0.4,0.161939099425311,0.00980685793750524,8.9,1
"8805",-0.2,0.4,0.2,0.8,0.6,0.2,0.4,0.160207302303782,0.00974588862637778,8.8,1
"8806",0,0.4,0.2,0.8,0.6,0.2,0.4,0.159803373925657,0.00972245083684524,8.8,1
"8807",0.2,0.4,0.2,0.8,0.6,0.2,0.4,0.159628815457111,0.00971138271941336,8.8,1
